I,Q
-3.01092876396324,1.02377563093556
0.634227081220436,-1.02359109060981
-2.78475865440467,3.13383238931686
0.40229351083242,-3.1440980754238
-2.72911058459741,3.1718409360292
2.92477330309837,0.850758333097863
1.26225043658995,0.624593447716586
2.46409768824519,-3.39404231219175
-2.93463024738192,1.12397735306651
2.67835538675891,-1.33046540159766
1.26578853034265,0.655794646901577
0.593982515446006,-1.11621498937838
-3.18522399205517,-0.961996119379713
0.815802314025158,0.961681211080529
-0.590669691147717,3.05976123328435
-3.12116744411395,3.53787553190014
-1.38637063207333,-3.22780727773488
3.25054653946049,2.75127446701336
3.64825454891127,2.5561099899639
0.603911141690696,-1.20831630939822
-2.97877942288443,1.31345551713797
-0.869965469006254,3.27879653914583
-2.73614811691523,3.40373196499882
2.76739587633574,-1.48114251198869
0.661878211331113,-3.45855309467559
0.722833104767141,-1.20558200405772
1.31932298919129,2.8989011536121
0.966096590383227,0.908782342596646
2.77917835929225,-3.64696771519767
-3.45764385766817,-0.748998740692606
-3.14572544650617,1.26979261336761
0.784693559654761,-1.23509672590675
-3.15733971464018,1.30695153142355
-3.6617030384723,-2.80024662983436
3.13750135385124,0.524235740483451
-1.04462378144058,1.13529327386985
-3.19114622558665,1.27479977645307
2.73151897405663,-3.56040716891743
2.63278110750382,-3.67188959947027
-1.50686692599148,-3.10143938386628
-1.58369070985559,-3.18720515328749
-1.48283302156852,-3.11237138756924
1.25103168614224,2.88901462946735
1.38094046385959,2.97538626389981
-1.58282845158347,-3.20737282258704
-2.89548508581728,3.39999144477283
0.538086320571188,-3.40811624947889
-3.30622245224933,-0.808476596040228
0.946231498065775,0.825199315086712
2.85902057683222,-3.51958984007856
3.03845935065851,0.665044209785326
0.931633317850304,-1.22618234835873
3.0479758076976,0.64973777825325
0.74804610192209,-3.34540381272616
-0.978263584813885,3.13007633732004
1.13321968904884,0.859430538633422
3.04405359996245,0.62682092924243
2.82832437320676,-3.57462622672481
0.526929107998849,-3.37177814047673
-2.86296789237193,3.38790318310051
3.06498184468513,0.645937903882039
0.904710044322027,-1.28227327338332
-3.27645620945455,1.31019430854572
0.897416348306103,-1.31501416936014
-1.57392967145782,-3.10414220492249
-3.12353942601782,1.22970343429398
3.07659808799898,0.719095574225946
-1.40707128576405,-3.25397407352464
-3.43546948734912,-0.780500498427394
-2.94982063168507,3.28872515928207
2.72211780647412,-3.47135933070805
0.871430044651909,-1.34376566131886
-1.12904427872794,1.14030666083401
3.37516106147851,2.68017816358373
1.19776903781414,3.0777702433949
-1.26790050443498,-1.18067008154438
2.75713332747237,-3.43987452676695
0.848514782019204,-1.3689233690947
0.636286804178492,-3.26078382054214
0.845340312273035,-1.37946877363833
-3.63143140274382,-2.82395568084613
2.71345027366808,-3.72408170494506
-1.3300905293718,-0.915971943716135
-1.49850285368639,-3.2843499546531
0.547495429967638,-3.26962887267331
2.95909424261778,-1.63504874904337
-1.59405868611862,-3.01994209549884
-3.59538654981249,-3.02001273864411
0.734035396115347,-1.15465406356843
-2.80940269165696,3.33593874887685
-3.51071458400848,-0.61002106832033
-2.76863802984848,3.33642048933325
3.05254173483558,0.678084267498781
-3.5935742829431,-2.94232934831681
-1.74263668986305,-2.95623250349038
3.00966980327589,-1.74060414743028
0.324699624517068,-3.2588399316693
1.21905742559182,0.660268901587526
2.71429047442976,-1.45359991219977
0.929035654519918,-1.44032517350153
1.19013540417508,3.05129950085996
-3.25639076911327,-0.857987166733813
3.2796204581646,2.78999979955717
1.23109646027147,0.696846726845981
0.345068791557654,-3.28313451222054
-2.98095363921007,1.30346739162091
2.43700380727558,-3.58274517762751
-0.886438537951302,1.01308185191532
0.315880635451119,-3.31409613165015
1.20063231279537,0.710571929885826
-2.98896066360816,3.55862572609853
-1.20699825329525,-1.08702744631649
0.374418179821695,-3.34290250010298
0.619370808238248,-3.45456054701183
2.49693510763744,-3.6335912407192
-3.64629691856183,-2.8081025468903
-1.114363427337,1.17019640494752
-3.3561426905878,-0.707048105442781
-3.51685589142711,-0.627651919740478
-3.67856790920454,-2.7910963514386
-3.19580893003486,1.49970864052795
0.494905734174458,-3.45448746056092
-1.068656432386,1.16973692551178
-0.577833550351511,3.16186263659248
-1.76704613032896,-3.02231751217685
-1.29173186497958,-1.01797886106963
1.0161552362702,0.824439342976164
2.9064480406015,-1.73170726294751
-3.84419249996389,-2.64784600067184
-2.69838300943439,3.47150757613894
3.44925938708752,2.64383018762026
0.813796902101115,-1.41607484412588
0.333483646366373,-3.30265142807451
-3.03153802718531,1.3576208209768
3.11127757350777,0.577196043572066
-1.62151560999841,-3.20035610808641
-1.74307377116995,-2.93741732433353
-1.62655120092587,-3.21813027977741
1.39868029359988,3.01637137173914
-0.572479495166125,3.05608254625597
0.368637443324451,-3.25072709501025
1.46652300239101,2.7246477557796
-1.38748318547626,-0.821033191215839
-3.07484667290217,1.34608625713335
-3.82112898332664,-2.51948662647822
-1.35109132064319,-1.12951421041498
-3.77905832386451,-2.56132191523533
-1.35313907515608,-1.12887219291317
-0.655743183414276,3.36005075215588
0.392177941970598,-3.55819296806921
1.12658759402958,0.919330391729706
-2.77707755518598,3.41672344382231
0.449815760593876,-3.2802857437051
3.47385602803159,2.44509313800065
2.58006784381074,-3.60297236657684
3.12884779287697,0.389412466669655
2.58476166662658,-3.63185925182283
2.47134416406312,-3.8152965673094
-3.06122452922534,1.55186891319572
2.45599524275626,-3.77719175643089
3.59715258931446,2.60286384166025
-2.76458586765723,3.53611944239484
2.49275106402694,-3.74843376758473
-1.03611499413821,1.11766165984768
-3.03731582984298,1.53654523256092
0.319793955333921,-3.4259390588866
-1.3173949182086,-0.96052398965136
0.654594806637702,-1.31903553697963
-2.62292318767777,3.59082666672878
-0.643754323702916,3.27427604901071
2.48899207392459,-3.83504063388583
0.670567149386519,-1.27156372190117
-0.547434779398984,3.15558235718548
0.293522498844921,-3.34388744328948
0.791588316889571,-1.40896158869015
2.7368007750566,-1.5988089031541
2.90568164253748,-1.76752835529904
0.291603217013483,-3.31525250529364
2.92397929083582,-1.77973258811227
-1.46887390465031,-0.856619273816794
-3.3392216002607,-0.700239327879005
0.967831767572281,0.877063391677353
3.67757233595332,2.41132432368702
0.583434101733577,-1.1987508958449
-2.94655688529868,1.35692523690961
2.35713604551047,-3.6209929982529
3.02893914635698,-1.75150268299425
0.89458109429913,0.870410797754958
-3.25016906550093,-0.712175345383608
2.32753948751511,-3.65098986526224
-3.22834783634554,-0.714546522677296
0.227106464817832,-3.33970876362166
0.942904036680743,-1.37377428506327
-1.91985103673249,-3.02373033608352
-0.794893894574465,1.09811199994816
2.24229957297071,-3.76822150384463
0.938557145686793,-1.33355807701947
2.98853209749854,0.410101079735881
-3.27610516946546,-0.575342650386484
3.37501664655041,2.48561186028775
-3.2897925628925,-0.566811379583911
-1.15840689164779,1.1075495579188
-0.866968385293752,1.16218172493625
-2.89208883154476,3.52224822055688
0.556763391617129,-3.36885601068145
-0.821724540966725,3.15229714453438
-3.03715065533354,1.47737714574063
-3.19276630642463,1.41531985214817
3.25756003052965,0.506572522598383
0.373511171627739,-3.43406711137474
0.533513999206772,-3.38347150246592
-1.40334855279662,-1.00466234492018
-3.04136885876131,1.48407858037476
0.317320765302927,-3.42690178508691
-0.560750561507094,3.23070182342506
-1.05196024084863,1.12820683005125
3.58642066123001,2.52259227455611
-1.40381850906927,-0.975704274702208
-0.952548148070505,1.10682939093324
1.30526027976526,2.90894852752567
-1.56154014684249,-3.12052854389622
3.09074494301123,0.517241098989845
-1.56430264298718,-3.11127326153109
-3.53475422396484,-0.602079861659015
-3.64697747196339,-2.794318914351
3.08332898663567,0.536978489469577
3.29110829785311,0.468067054173831
-3.83653222475052,-2.75063692673271
-2.69539329063828,3.49029603035664
0.305667251230966,-3.37142761227095
-2.65938300833383,3.50895400833229
-0.742628480034721,3.25758640626631
-3.00014544040276,1.45902114443282
-3.19137667137326,1.539087859261
-3.35690823618093,-0.643850812017221
-1.44891142484691,-0.926954413398032
-2.67393830134844,3.52026730139028
-2.85198101256709,3.5923055248864
0.835501241347428,-1.35911781312579
-3.82091592784692,-2.7296224159659
3.23704076447166,0.436331405389125
2.78979376983366,-1.57373501147241
-3.37750343629435,-0.697050038730887
3.43974708925653,2.62491338561018
-1.29599019361971,-1.03038721322737
3.12722368038573,0.531253579844521
1.11190004641917,0.744567815180143
-0.693060709324309,3.26126269484358
-2.72003706922621,3.49897593928788
1.05754358182925,0.864804723355898
3.56478945456325,2.45307047248712
0.71389074705113,-1.22665518617118
3.54863999671099,2.46230628573701
-3.12670329392007,1.56255381967868
2.8540140695791,-1.76493284096843
-2.76872463409318,3.70057790367391
-0.982026149170975,1.01144635811497
3.15250806553464,0.582631672683833
-0.980400321219505,0.979635886416519
2.78604101141569,-1.53380701260607
1.52536476336907,2.68322809675531
-3.89229929867868,-2.44290924010317
-2.59528419646485,3.47550087838779
-1.85284055063724,-2.81187289722047
-0.460212294384962,3.04126666363401
0.644293490809313,-1.15815691714553
0.320633876129296,-3.63220563988772
3.12474996185738,0.530240144814692
-2.98235024755251,1.36602944257431
-3.5369347407262,-0.340514521733174
-3.75492523012128,-2.85408240798748
-1.83373716588235,-2.81841839323868
3.70522665153136,2.21898780511475
3.53345449612271,2.6526038130346
-2.54390357493503,3.43534164093224
1.03810965771748,0.949599663462072
-2.51371417758107,3.46024287052181
-3.97086345041688,-2.33732276850749
-3.38297058676442,-0.685332852400069
-1.88047505916208,-2.78291287357614
1.6131920856966,2.60602992338249
-1.45569298500711,-0.729311150935658
-0.89794537856045,0.968500337582423
1.03906859991399,0.92538311947427
-0.928006878756315,0.97254246582446
2.74025286438194,-1.5479962982136
1.53346834180478,2.70926554353853
-1.43294101368258,-0.830001150740016
-1.31197207269852,-1.06635643563451
0.275224622677311,-3.32097949726227
-1.7229097434244,-3.09849839084784
-1.82858721054728,-2.94554571297379
0.361591190368455,-3.48657254960156
-3.53738344746997,-0.43318627422779
-3.83178238848011,-2.58354632983972
-1.92348503797249,-2.95305076340291
0.728663588733633,-1.37144959191846
-4.01707038596688,-2.4822387242766
-2.44528041041194,3.75491842724139
1.05981999870002,0.684159760574937
-3.85182912299869,-2.45311691489666
-2.61618082961208,3.71316485406259
