//DATASET,
//created,Mon, 01 Jul 2019 16:56:54 GMT

//TRACE,Signal Constellation for slice 33,Received 
//Numerical
#I,Q
#(None),(None)
-3.51288534606369,0.867945573515495
1.26414529850256,-0.351446515320817
-3.05818763562643,3.01196770222976
1.0376783558437,-2.59394105987644
-2.81507354217301,2.8908537823522
3.41533898690794,1.23969768692672
0.822152274849075,0.052081905593882
2.52556700049113,-3.20993586744752
-3.37730982942114,0.601113604808414
2.87741103726528,-1.08008258317993
0.961166915263863,0.256431327715263
0.665566533589318,-0.772028512281849
-3.17763554918216,-1.17238873888816
0.732846508299564,1.28071379197278
0.0805745671541204,3.35692945347733
-2.87114054923713,3.79869629543414
-1.04717028644235,-3.25541348003223
3.54993671769141,2.19399570900323
4.13725630391426,1.81951577552433
0.791372191286151,-1.00061488654857
-2.86859915671461,1.06257229245622
-0.518885061823716,3.94438717392208
-2.33455388599144,3.2762555157586
2.59423099896926,-1.25283438923262
0.486362866417651,-3.89946641133674
0.72364022064781,-1.1695019990745
1.26618941306788,2.88004794425002
0.839168617576242,0.675280647095512
2.75604427353824,-3.56350270726953
-3.57414555142426,-0.603490400225026
-3.21472021087562,1.69701975329606
1.17409169976731,-0.964671653163921
-3.60935184230353,1.79895274601678
-3.53835321211905,-2.49330424630184
3.01102001166751,0.90053837587909
-0.975614293468387,1.08905315109968
-3.24036571292007,1.29238901441049
2.10479784827398,-3.8622451247272
1.72202468320145,-4.13270075375385
-1.83963302825342,-3.04227100904447
-2.07460018198217,-3.00492787143746
-1.51247728542366,-3.09821571865076
1.58340419658354,2.78795949730126
1.61220320834001,2.81914949992894
-1.03032479490867,-3.00433243374502
-3.30672258912223,3.48512598347654
0.65177394444146,-2.80600895804124
-3.64085130286234,-0.957329583548199
0.514915413457888,1.01915700913252
2.91819885063005,-4.03115062824867
2.55748207981642,0.578764045431217
1.33420214351367,-1.53513762430938
2.54709026972895,0.653316612890811
1.20836233735,-3.52960499540747
-1.30255797535955,3.02756364994889
1.47439528727622,0.79996654222686
2.90535877958573,0.541831988258156
2.08990158132606,-4.07382922821663
0.104510133297249,-3.39992443430676
-2.8188422115566,3.26338930749287
3.1316270173734,0.773450267306187
1.17311642119751,-1.30899615100626
-3.57195380545088,1.10749889174939
0.843395414447739,-1.01873848929475
-1.56644555174886,-2.8589802421386
-3.32648239925922,1.14017880981199
2.97647905109037,1.1814206908807
-1.48343794867136,-3.30895631883855
-3.45658583566826,-0.212259070162412
-2.92092708725041,3.5329599019444
2.54569439933475,-3.60310425031403
0.574495674345917,-1.57509821020393
-1.16516138020244,0.827705635124977
3.87813297694456,2.51980858726674
1.33512559128129,2.82251590646107
-1.39180697382434,-1.49843779847362
2.50212546920992,-3.5185541340932
0.399130440365013,-1.55085964334131
0.609840818190179,-3.4731222160838
0.46652447047786,-0.998679292198905
-4.15725617140953,-3.03106263724194
2.31558414223288,-3.25927609881125
-1.64707946669202,-1.17198202760527
-1.83477367553595,-3.19789115486318
0.231068119618653,-3.42680027155929
2.68671288108923,-1.5439348056698
-1.9566486460037,-2.72193573137959
-4.22612377752989,-2.60995669581591
1.07148629582723,-0.695304699800457
-3.01648547706873,3.57291725759372
-2.80608126545262,-0.122419957331537
-2.78376593480746,3.45153001886315
3.37137121321879,1.11359728962386
-4.13120189001722,-2.54981863534
-2.11753284919579,-2.48446181859567
2.68246175625793,-1.67647692441742
0.344438452914428,-3.52510808894067
0.86018479310034,0.515695380134647
2.64359797825671,-1.53400878727716
1.20588133552057,-1.7980128323932
0.825300155514921,3.43450376693617
-2.77515757032865,-1.31706561221345
3.47252584328982,2.86769909000593
1.31749928519502,0.0937707735090452
0.455578547697633,-2.92965147617695
-3.53656770319169,0.873141112132975
2.64917160721249,-3.22239257995682
-1.53532472936182,0.60612850529371
0.494944010088505,-3.33198611011951
1.21115195670059,0.904999114600687
-2.85937781236286,3.67084760681091
-1.0819092035966,-1.04719142467336
0.0314143143774923,-3.23708217464114
0.142863825158972,-3.82689642506048
1.8529210662757,-3.40698379315206
-3.99621530936746,-2.77461660259208
-1.43817560290285,1.62633807569275
-3.21238458319479,-0.407932539210506
-3.89122692023649,-0.0441381215141675
-3.59143971721558,-2.11471958247499
-3.78313670330136,1.8220766437791
0.805779773241524,-3.25753774483128
-1.03465012342693,1.15643536618118
-0.612295589606166,3.30996213667117
-1.59359718912567,-2.95081896718978
-1.4490377135017,-1.10154841983683
0.841271845634657,0.796480396821657
2.81947628750835,-1.57245926616606
-3.74441578518163,-2.1856880469706
-2.42237572424296,3.8824016395461
3.96827972041176,2.57102960451533
0.679290307302484,-1.73895289180755
0.421148012562306,-3.03926542997452
-3.27953486390579,0.972705548421102
3.05859681813362,1.09148946156956
-1.77833071269495,-3.40944382479903
-2.31226218467724,-2.55441335335262
-1.62930610255296,-3.3414315108258
1.76514536273593,3.17833561413253
-0.276331464163377,2.70191756976567
0.831848570881243,-3.26372292387044
0.963553926883997,2.81306913929232
-0.906430917663003,-0.846750843515162
-3.41147609627844,1.74652769227536
-3.87940347114123,-1.99925188389991
-1.66424316655416,-0.717253606349091
-4.19023767748474,-2.19908975386956
-1.31251711464799,-0.724132489889104
